epoch,C,train_loss,val_loss,train_rec,val_rec,train_kl_raw,val_kl_raw,train_kl_fb,val_kl_fb,train_elbo,val_elbo,train_capgap,val_capgap,lr,is_best
13,2.0,2.557578119577146,2.5474584102630615,0.8749619243191737,0.8672166008215684,1.3614011687390946,1.5991807992641742,2.560872059242398,2.56008060161884,2.2363630930582685,2.4663974000857425,0.5608720592423979,0.5600806016188402,0.0001,1
14,2.0,2.5596050608391856,2.5631677370805006,0.8731995002896178,0.8634566114499018,1.2725669192332847,1.8965826951540434,2.562135186849856,2.5665703736818752,2.1457664195229027,2.7600393066039453,0.5621351868498561,0.5665703736818752,0.0001,0
15,2.0,2.555848434859631,2.554390888947707,0.8691549149214053,0.8743910514391385,1.3441193793334214,1.1183893130375788,2.5622311713648775,2.559999942779541,2.213274294254827,1.9927803644767175,0.5622311713648775,0.559999942779541,0.0001,0
16,2.0,2.539198169521257,2.5359595738924465,0.8585647660143235,0.8559597638937143,1.5758648549809176,1.4951534729737501,2.56021113021701,2.559999942779541,2.434429620995241,2.3511132368674645,0.5602111302170099,0.559999942779541,0.0001,1
17,2.0,2.5350022923712636,2.536573446713961,0.8507465650053585,0.8565736321302561,1.654025720615013,1.3797083451197698,2.5614185753990624,2.559999942779541,2.504772285620372,2.2362819772500258,0.5614185753990624,0.559999942779541,0.0001,0
18,2.0,2.528851406247008,2.535948258179885,0.8474467361674589,0.8559484206713163,1.5861326292449354,1.2404291446392353,2.560468220243267,2.559999942779541,2.4335793654123945,2.0963775653105516,0.5604682202432669,0.559999942779541,0.0001,1
19,2.0,2.5231814103968,2.5254232516655555,0.8417670785212049,0.8454234187419598,1.6131452882991117,1.4986218305734487,2.5604714412315217,2.559999942779541,2.4549123668203165,2.3440452493154087,0.5604714412315217,0.559999942779541,0.0001,1
20,2.0,2.5173782647824754,2.511685774876521,0.8336945608550427,0.8316859740477341,1.7041586380378873,1.7522121667861938,2.5612279013091444,2.559999942779541,2.53785319889293,2.583898140833928,0.5612279013091444,0.559999942779541,0.0001,1
21,2.0,2.5079001024657606,2.5095379169170675,0.822589985295838,0.8284856631205633,1.8922674959781123,1.8079038308216975,2.5617700371087766,2.560350748208853,2.7148574812739503,2.6363894939422607,0.5617700371087766,0.5603507482088528,0.0001,1
22,2.0,2.506670690050312,2.5030516110933743,0.8209135415507298,0.8230517873397241,1.9343463416193045,1.8075589216672456,2.561919048720715,2.559999942779541,2.7552598831700346,2.6306107090069695,0.5619190487207151,0.559999942779541,0.0001,1
23,2.0,2.5113363078996245,2.495859201137836,0.8202139489790973,0.8133136584208562,1.8134864101222916,2.0483417877784142,2.5637074545318006,2.560848511182345,2.6337003591013888,2.8616554461992703,0.5637074545318006,0.5608485111823449,0.0001,1
24,2.0,2.4993187773461436,2.5030585619119496,0.815926639472737,0.8184501253641568,1.9046904877120374,1.8358804537699773,2.561130715351479,2.5615361470442553,2.7206171271847746,2.6543305791341343,0.5611307153514788,0.5615361470442553,0.0001,0
25,2.0,2.4982753688213872,2.49904544536884,0.8158560149809894,0.8188541256464444,1.7781869079552444,1.6741374272566576,2.5608064520592784,2.5600637655991774,2.5940429229362336,2.492991552903102,0.5608064520592784,0.5600637655991774,0.0001,0
26,2.0,2.4954877460704132,2.4959977039924035,0.8129347188799989,0.8144492827928983,1.7664056782628976,1.7494107026320238,2.5608510129592,2.5605161373431864,2.5793403971428965,2.563859985424922,0.5608510129591999,0.5605161373431864,0.0001,0
27,2.0,2.489623756969676,2.4945049652686486,0.8055000048057706,0.8145051781947796,1.926743002498851,1.797390415118291,2.5613745754840327,2.559999942779541,2.7322430073046213,2.6118955933130703,0.5613745754840327,0.559999942779541,0.0001,1
28,2.0,2.4910516785640344,2.4922169905442457,0.8063432679456823,0.8122171484507047,1.9019595080730962,1.72050495331104,2.561569470985263,2.559999942779541,2.708302776018779,2.5327221017617445,0.5615694709852632,0.559999942779541,0.0001,1
29,2.0,2.4942589787875904,2.5001059678884654,0.8089436397832983,0.820106144134815,1.7674992061128803,1.4261339902877808,2.561771780836816,2.559999942779541,2.5764428458961786,2.246240134422596,0.5617717808368159,0.559999942779541,0.0001,0
30,2.0,2.4864536126454673,2.4866480827331543,0.8051081486776763,0.8066429358262283,1.8357127156912112,1.868738367007329,2.5604484922745647,2.560001721748939,2.6408208643688873,2.675381302833557,0.5604484922745647,0.560001721748939,0.0001,1
31,2.0,2.4868493313882865,2.491668407733624,0.8001285592714945,0.8116685748100281,1.9142275557798498,1.574014636186453,2.5622402639950024,2.559999942779541,2.7143561150513444,2.385683210996481,0.5622402639950024,0.559999942779541,0.0001,0
32,2.0,2.4879132252113494,2.485640048980713,0.8044528867684159,0.8056401885472811,1.8051455067653281,1.6911781200995812,2.561153444589353,2.559999942779541,2.609598393533744,2.4968183086468625,0.5611534445893529,0.559999942779541,0.0001,1
33,2.0,2.487298572764677,2.4815324453207164,0.8009604905165878,0.8015326032271752,1.8404303181405162,1.8698527537859404,2.5621126913556864,2.559999942779541,2.641390808657104,2.671385357013116,0.5621126913556864,0.559999942779541,0.0001,1
34,2.0,2.4930695973190606,2.478642390324519,0.7943483883259344,0.7986425528159509,1.9849560681511373,1.8861223459243774,2.5662403994915532,2.559999942779541,2.779304456477072,2.6847648987403283,0.5662403994915532,0.559999942779541,0.0001,1
35,2.0,2.479444653380151,2.47700388614948,0.7965951117814756,0.7969547693546002,1.8913394539963966,1.985808280798105,2.5609498444725487,2.5600163753216085,2.687934565777872,2.782763050152705,0.5609498444725487,0.5600163753216085,0.0001,1
36,2.0,2.479020740471634,2.4784175065847545,0.7914037377226586,0.7984177149259127,2.047149571717954,1.8671553410016573,2.5625390071494905,2.559999942779541,2.838553309440613,2.66557305592757,0.5625390071494905,0.559999942779541,0.0001,0
37,2.0,2.4764326880959904,2.489773236788236,0.7943825207504571,0.7955314562870905,1.886206122005687,2.0286661019692054,2.560683390673469,2.5647472601670485,2.680588642756144,2.824197558256296,0.5606833906734692,0.5647472601670485,0.0001,0
38,2.0,2.4789509305766986,2.4982637075277476,0.795539140701294,0.8182638608492337,1.8524165153503418,1.3399837475556593,2.561137269524967,2.559999942779541,2.6479556560516357,2.158247608404893,0.5611372695249668,0.559999942779541,0.0001,0
39,2.0,2.476510478001015,2.485831645818857,0.7946598751872194,0.7926085041119502,1.855043888092041,1.9888494564936712,2.5606168672150256,2.5644077154306264,2.6497037632792604,2.7814579606056213,0.5606168672150256,0.5644077154306264,0.0001,0
40,2.0,2.4810780590655757,2.477707000879141,0.7949726838691562,0.7976891719377958,1.8353371783798815,1.7840194427050078,2.562035125844619,2.5600059399238,2.630309862249038,2.5817086146428037,0.562035125844619,0.5600059399238,0.0001,0
41,2.0,2.480003787022011,2.4741959755237284,0.7938988524324754,0.7941961471851056,1.8347218317144058,1.7963285721265352,2.5620349809235217,2.559999942779541,2.628620684146881,2.5905247193116407,0.5620349809235217,0.559999942779541,0.0001,1
42,2.0,2.476464505289115,2.4729276437025804,0.7900174961370581,0.792847372018374,1.9256706681906008,1.902237736261808,2.5621490057776954,2.5600267556997447,2.715688164327659,2.695085108280182,0.5621490057776954,0.5600267556997447,0.0001,1
43,2.0,2.4820461974424473,2.4735438456902137,0.7903464307972029,0.79354406778629,1.9617876468920241,1.8791250357261071,2.5638999144236245,2.559999942779541,2.752134077689227,2.6726691035123973,0.5638999144236245,0.559999942779541,0.0001,0
44,2.0,2.4732705237818697,2.4838373477642355,0.7900920685599832,0.8038375056706942,1.9077481382033403,1.6100858449935913,2.5610594842948164,2.559999942779541,2.6978402067633236,2.4139233506642856,0.5610594842948164,0.559999942779541,0.0001,0
45,2.0,2.484607093474444,2.475597693369939,0.7924772910043305,0.795597874201261,1.8785513242085774,1.7773096744830792,2.564043269437902,2.559999942779541,2.671028615212908,2.5729075486843405,0.5640432694379021,0.559999942779541,0.0001,0
46,2.0,2.4722967475068334,2.4717149367699256,0.7880132128210628,0.7914339854167058,1.9614202859354954,1.9538416312291071,2.5614278409995284,2.560093641281128,2.7494334987565585,2.745275616645813,0.5614278409995284,0.5600936412811279,0.0001,1
47,2.0,2.4733955018660603,2.4707683416513295,0.7868755623406055,0.7898504504790673,1.9661006460002823,1.9528817855394804,2.5621733151230157,2.560305962195763,2.752976208340888,2.742732236018548,0.5621733151230157,0.5603059621957631,0.0001,1
48,2.0,2.4722367641972562,2.4698867247654843,0.7866198385463041,0.7871194023352402,1.9857704756306667,2.0314185252556434,2.561872304654589,2.560922439281757,2.772390314176971,2.8185379275908837,0.5618723046545888,0.5609224392817569,0.0001,1
49,2.0,2.4720055308996463,2.4722162576822133,0.7873170457634271,0.7922164430985084,1.90909412094191,1.8724775772828322,2.561562832664041,2.559999942779541,2.696411166705337,2.6646940203813405,0.5615628326640412,0.559999942779541,0.0001,0
50,2.0,2.47228629916322,2.477240269000714,0.7891498687220555,0.7972404085672818,1.8949036130718155,1.6223848049457257,2.561045473697139,2.559999942779541,2.684053481793871,2.4196252135130076,0.5610454736971389,0.559999942779541,0.0001,0
51,2.0,2.4753608469869577,2.4677643592541036,0.7904183350357354,0.7875946668478159,1.838758022177453,1.8898989879167998,2.5616474993088665,2.560056576362023,2.6291763572131885,2.6774936547646155,0.5616474993088665,0.5600565763620229,0.0001,1
52,2.0,2.474268310210284,2.4791447015909047,0.7866897372638478,0.7991448824222271,1.948857113426807,1.6125505795845618,2.5625261886447084,2.559999942779541,2.7355468506906546,2.411695462006789,0.5625261886447084,0.559999942779541,0.0001,0
53,2.0,2.471520077948477,2.491229222371028,0.7900596202588549,0.7870156627434951,1.800566364737118,2.0152555245619554,2.560486816892437,2.568071181957538,2.590625984995973,2.8022711873054504,0.5604868168924368,0.5680711819575381,0.0001,0
54,2.0,2.466851370007384,2.4685926804175744,0.7829880655980578,0.7885928291540879,2.001331607500712,1.8562488189110389,2.5612877677468693,2.559999942779541,2.7843196730987696,2.644841648065127,0.5612877677468693,0.559999942779541,0.0001,0
55,2.0,2.4732115268707275,2.4645300461695743,0.7884824381155127,0.7824896757419293,1.8528042120092056,2.068039994973403,2.5615763617496863,2.5606801143059363,2.6412866501247185,2.850529670715332,0.5615763617496863,0.5606801143059363,0.0001,1
56,2.0,2.467965102663227,2.467121821183425,0.7837517588746314,0.7863955864539514,1.9909797158895755,1.949240647829496,2.5614044479295317,2.560242084356455,2.7747314747642067,2.7356362342834473,0.5614044479295317,0.5602420843564548,0.0001,0
57,2.0,2.4627766702689375,2.4709415435791016,0.7801594909499673,0.7909416877306424,2.0528404806174483,1.8295792157833393,2.5608723958333335,2.559999942779541,2.8329999715674155,2.620520903513982,0.5608723958333335,0.559999942779541,0.0001,0
58,2.0,2.469003616594801,2.4642136830549974,0.780392540436165,0.784213859301347,1.9761739291396796,1.9410948294859667,2.5628703528759527,2.559999942779541,2.7565664695758447,2.7253086887873135,0.5628703528759527,0.559999942779541,0.0001,1
59,2.0,2.469384053174187,2.4759327264932485,0.7852602145251106,0.7959328798147348,1.8621930772182989,1.7172635793685913,2.561374608208151,2.559999942779541,2.6474532917434095,2.5131964591833262,0.5613746082081512,0.559999942779541,0.0001,0
60,2.0,2.4661523033590877,2.4658936170431285,0.7827840762979844,0.7846455619885371,1.9231841470680984,1.9708093129671538,2.561122740016264,2.5604160198798547,2.705968223366083,2.755454874955691,0.5611227400162639,0.5604160198798547,0.0001,0
61,2.0,2.4613090496437224,2.462692719239455,0.7790036727400387,0.7816638763134296,2.0221481720606485,1.9429487265073335,2.5607684593574676,2.5603429537553053,2.801151844800687,2.724612602820763,0.5607684593574676,0.5603429537553053,0.0001,1
62,2.0,2.4714466824251065,2.477717087819026,0.7834111545600143,0.7977172640653757,1.8835301352482217,1.5567026138305664,2.5626785007177615,2.559999942779541,2.666941289808236,2.354419877895942,0.5626785007177615,0.559999942779541,0.0001,0
63,2.0,2.462926144693412,2.5079798698425293,0.7793350395034341,0.774607607951531,1.9422231608746099,2.2391510009765625,2.56119704246521,2.57779075549199,2.721558200378044,3.0137586089280934,0.56119704246521,0.5777907554919901,0.0001,0
64,2.0,2.464597917070576,2.461687656549307,0.7787000607041752,0.7769483648813688,1.9741712691737157,2.0552827578324537,2.561965956407435,2.56157975930434,2.752871329877891,2.8322311227138224,0.5619659564074349,0.5615797593043399,0.0001,1
65,2.0,2.463377732856601,2.46719268652109,0.7810176903126287,0.787192885692303,1.8989628343021168,1.738047113785377,2.560786682016709,2.559999942779541,2.6799805246147455,2.52523999947768,0.5607866820167091,0.559999942779541,0.0001,0
66,2.0,2.4743357405943027,2.4741090627817006,0.7852304799883973,0.7939854401808518,1.7653550470576567,1.6043902452175434,2.5630350954392376,2.560041207533616,2.550585527046054,2.398375685398395,0.5630350954392376,0.5600412075336161,0.0001,0
67,2.0,2.466201852349674,2.468988528618446,0.7784880902252945,0.7889886865249047,1.9370351048076855,1.7010607994519746,2.562571254431033,2.559999942779541,2.71552319503298,2.490049485976879,0.5625712544310328,0.559999942779541,0.0001,0
68,2.0,2.4608762124005485,2.4552635229550877,0.7772160078964981,0.7752636946164645,1.9138669967651367,1.9089841109055738,2.5612200662201525,2.559999942779541,2.691083004661635,2.6842478055220385,0.5612200662201525,0.559999942779541,0.0001,1
69,2.0,2.4563837986366424,2.4616181667034445,0.7739328964083803,0.7804034948348999,1.9688434998194377,1.8537964270665095,2.5608169658511293,2.5604048875661998,2.7427763962278178,2.634199921901409,0.5608169658511293,0.5604048875661998,0.0001,0
70,2.0,2.4606266909954595,2.47246109522306,0.7747089886197857,0.7924612714694097,1.9363718476949954,1.6328702431458693,2.561972566679412,2.559999942779541,2.711080836314781,2.425331514615279,0.5619725666794122,0.559999942779541,0.0001,0
71,2.0,2.4627865202286663,2.4637400737175574,0.7771827601918987,0.7684958943953881,1.8754616110932594,2.1792539541537943,2.561867924297557,2.565081394635714,2.652644371285158,2.9477498485491824,0.561867924297557,0.565081394635714,0.0001,0
72,2.0,2.460779956742829,2.472987468426044,0.7742205238809773,0.782496874149029,1.94890763946608,1.8223160596994252,2.5621864795684814,2.563496864759005,2.723128163347057,2.6048129338484545,0.5621864795684814,0.5634968647590051,0.0001,0
73,2.0,2.4601953356873754,2.4560996935917783,0.777359103455263,0.7760998835930457,1.8540672040453143,1.8047465177682729,2.5609454080170275,2.559999942779541,2.6314263075005773,2.5808464013613186,0.5609454080170275,0.559999942779541,0.0001,0
74,2.0,2.456858761170331,2.4659364223480225,0.7737384485263451,0.7750928997993469,1.9114859174279606,1.9749190899041982,2.561040102266798,2.5636145151578464,2.685224365954306,2.750011989703545,0.5610401022667979,0.5636145151578464,0.0001,0
75,2.0,2.455110320857927,2.4648462809049168,0.7722235789486006,0.7848464342264029,1.9570769889681947,1.6129424847089326,2.56096225158841,2.559999942779541,2.729300567916795,2.3977889189353356,0.5609622515884101,0.559999942779541,0.0001,0
76,2.0,2.451162071789012,2.449911410991962,0.7683105375252518,0.7689254788252023,1.9507831311693378,1.9723613078777606,2.560950508304671,2.560328648640559,2.7190936686945895,2.741286786702963,0.5609505083046709,0.5603286486405592,0.0001,1
77,2.0,2.4579340009128345,2.450744262108436,0.769042434645634,0.7687238133870639,1.965829659910763,2.0298363337149987,2.5629638550328275,2.560673475265503,2.734872094556397,2.7985601471020627,0.5629638550328275,0.5606734752655029,0.0001,0
78,2.0,2.4492686215568993,2.448847770690918,0.7654527437453177,0.768847969862131,2.0038667286143585,1.9061577320098877,2.561271957322663,2.559999942779541,2.769319472359676,2.675005701872019,0.561271957322663,0.559999942779541,0.0001,1
79,2.0,2.445069200852338,2.458688259124756,0.7638338839306551,0.7573896967447721,2.0058754144930373,2.1584510711523204,2.560411775813383,2.5670995162083554,2.7697092984236926,2.9158407678970923,0.5604117758133831,0.5670995162083554,0.0001,0
80,2.0,2.4511289035572723,2.4513364755190334,0.7687945436028873,0.7650790856434748,1.9136253361608468,1.9525135021943312,2.560778117647358,2.5620857935685377,2.682419879763734,2.7175925878378058,0.5607781176473581,0.5620857935685377,0.0001,0
81,2.0,2.448048292421827,2.4968747175656834,0.7652752960429472,0.7591959696549636,1.985397546899085,2.235892332517184,2.560924333684585,2.57922625541687,2.7506728429420324,2.9950883021721473,0.5609243336845848,0.5792262554168701,0.0001,0
82,2.0,2.460960495705698,2.4431750774383545,0.7616463069822274,0.7629602230512179,1.9898342618755265,1.9936147928237915,2.5664380671931246,2.560071615072397,2.7514805688577537,2.7565750158750095,0.5664380671931246,0.5600716150723972,0.0001,1
83,2.0,2.461409283619301,2.442774039048415,0.7632353901863098,0.7627742152947646,1.9487422190460504,1.9724856156569262,2.5660579625297997,2.559999942779541,2.71197760923236,2.7352598309516907,0.5660579625297997,0.559999942779541,0.0001,1
84,2.0,2.4428696445390288,2.4426402128659763,0.7570945620536804,0.7626158274137057,2.044326050608766,2.036688648737394,2.5619250278846892,2.560008140710684,2.8014206126624464,2.7993044761510997,0.5619250278846892,0.5600081407106838,0.0001,1
85,2.0,2.4468280661339854,2.4462516674628625,0.75872414486081,0.7661824363928574,1.982682422095654,1.8748334737924428,2.5627013094284954,2.5600230877216044,2.741406566956464,2.6410159101853004,0.5627013094284954,0.5600230877216044,0.0001,0
86,2.0,2.442739318398868,2.440404305091271,0.7598177217969707,0.759775881583874,1.9722007910410564,1.986830628835238,2.5609738639756743,2.56020947603079,2.732018512838027,2.746606510419112,0.5609738639756743,0.5602094760307899,0.0001,1
87,2.0,2.448876708161597,2.43911625788762,0.7591840496250227,0.7591164570588332,2.008473623032663,1.9254209903570323,2.563230879166547,2.559999942779541,2.767657672657686,2.6845374474158654,0.563230879166547,0.559999942779541,0.0001,1
88,2.0,2.445351820366055,2.4403676986694336,0.7620139390814538,0.7537844868806692,1.8841677600262212,2.0245457337452817,2.5611126282635857,2.5621944024012637,2.646181699107675,2.778330220625951,0.5611126282635857,0.5621944024012637,0.0001,0
89,2.0,2.4448554141848695,2.4361999401679406,0.756712885463939,0.7552323524768536,1.9878124255760043,2.047139754662147,2.5627141700071445,2.560322541456956,2.7445253110399435,2.802372107139001,0.5627141700071445,0.5603225414569559,0.0001,1
90,2.0,2.439143367842132,2.44071914599492,0.7544908184631198,0.7554784875649673,2.05356909013262,2.01439224756681,2.5615508509617224,2.56174689072829,2.80805990859574,2.7698707351317773,0.5615508509617224,0.5617468907282901,0.0001,0
91,2.0,2.442195116304884,2.4431306398831882,0.759082016991634,0.7534239429693955,1.8946769471262015,2.0467235491825986,2.5610377040563845,2.5632355763362002,2.6537589641178356,2.800147492151994,0.5610377040563845,0.5632355763362002,0.0001,0
92,2.0,2.4370021960314583,2.435204084102924,0.7544842864952835,0.752117014848269,1.979656130659814,2.017551202040452,2.560839297724705,2.5610290307265062,2.7341404171550976,2.769668216888721,0.560839297724705,0.5610290307265062,0.0001,1
93,2.0,2.4365203567579683,2.438628856952374,0.7525126197758842,0.7568348325215853,2.008029998517504,1.9722579442537749,2.5613359049254774,2.560598006615272,2.760542618293388,2.72909277677536,0.5613359049254774,0.560598006615272,0.0001,0
94,2.0,2.4370195865631104,2.4286869122431827,0.7507815641515395,0.7469394161151006,2.0578494329078523,2.1299817653802724,2.562079345478731,2.5605824910677395,2.808630997059392,2.876921181495373,0.5620793454787312,0.5605824910677395,0.0001,1
95,2.0,2.4341125348035026,2.435442227583665,0.7499595518205681,0.7492899986413809,2.014445426417332,2.0744820283009457,2.5613843272714054,2.56205074603741,2.7644049782379,2.8237720269423265,0.5613843272714054,0.5620507460374098,0.0001,0
96,2.0,2.439438810535506,2.4357815705812893,0.7523282614408755,0.7557817422426664,1.946914509230969,1.957343605848459,2.5623701880959904,2.559999942779541,2.6992427706718445,2.7131253480911255,0.5623701880959904,0.559999942779541,0.0001,0
97,2.0,2.4368434653562656,2.430402865776649,0.7498933883274302,0.7471753083742582,2.029498754763136,2.078705622599675,2.562316698186538,2.5610758524674635,2.779392143090566,2.8258809309739332,0.562316698186538,0.5610758524674635,0.0001,0
98,2.0,2.4373893036561856,2.435376369036161,0.7458156055095149,0.7552888485101553,2.0757470271166634,1.8310254170344427,2.5638579060049618,2.560029176565317,2.8215626326261782,2.586314265544598,0.5638579060049618,0.5600291765653171,0.0001,0
99,2.0,2.432359078351189,2.436323496011587,0.7492082995526931,0.7545702274029071,2.015187006370694,1.9791878828635583,2.5610502560933432,2.5605844167562632,2.764395305923387,2.733758110266465,0.5610502560933432,0.5605844167562632,0.0001,0
100,2.0,2.4384342502145206,2.461889358667227,0.748598878290139,0.7818895349135766,1.9796038749171239,1.3868017838551447,2.563278455360263,2.559999942779541,2.728202753207263,2.1686913187687216,0.5632784553602632,0.559999942779541,0.0001,0
101,2.0,2.454632371079688,2.4362230667701135,0.7636254441504385,0.7562232109216543,1.724799018280179,1.829040839121892,2.5636689709682092,2.559999942779541,2.4884244624306175,2.585264050043546,0.5636689709682092,0.559999942779541,0.0001,0
102,2.0,2.4338542713838467,2.432377430108877,0.7508186838206123,0.7493140835028428,1.9335705602870268,2.0757915515166063,2.5610118660272336,2.5610211262336144,2.6843892441076393,2.8251056350194492,0.5610118660272336,0.5610211262336144,0.0001,0
103,2.0,2.434459690954171,2.4391184586745043,0.7500653372091406,0.7591185844861544,1.9551934331071144,1.8097354907255907,2.561464777179793,2.559999942779541,2.705258770316255,2.5688540752117452,0.5614647771797929,0.559999942779541,5e-05,0
104,2.0,2.433329876731424,2.4291333785423865,0.7470770571746078,0.7490574488273034,2.008628744705051,2.026730078917283,2.5620842727960325,2.560025306848379,2.7557058018796585,2.7757875277445865,0.5620842727960325,0.5600253068483791,5e-05,0
105,2.0,2.430377829308603,2.4494878328763523,0.7432988099023408,0.7345914244651794,2.047557192690232,2.3017372901623068,2.5623596743041395,2.5716321284954367,2.790856002592573,3.036328714627486,0.5623596743041395,0.5716321284954367,5e-05,0
106,2.0,2.434820717456294,2.4234363299149733,0.7442707501205743,0.7432604661354651,2.092382159887576,2.0114630185640774,2.563516654220282,2.5600586304297814,2.83665291000815,2.7547234846995425,0.5635166542202819,0.5600586304297814,5e-05,1
107,2.0,2.42866231880936,2.426187441899226,0.7457394868719811,0.7461876227305486,2.020481859936434,1.9953662065359263,2.5609742753645954,2.559999942779541,2.7662213468084147,2.7415538292664747,0.5609742753645954,0.559999942779541,5e-05,0
108,2.0,2.424876783408371,2.453146769450261,0.742292816732444,0.7333608132142287,2.0665631504619824,2.25152457677401,2.5608613210565903,2.573261994581956,2.808855967194426,2.984885389988239,0.5608613210565903,0.5732619945819559,5e-05,0
109,2.0,2.4293838809518253,2.4198559614328237,0.7413703542129666,0.739718707708212,2.1178008317947388,2.076893632228558,2.562671175190047,2.56004575582651,2.859171186007705,2.81661233993677,0.5626711751900468,0.56004575582651,5e-05,1
110,2.0,2.427204636966481,2.4265588430257945,0.7442105798160329,0.7413270014982957,2.0381762046439973,2.1220976297671976,2.5609980237250234,2.5617439563457785,2.78238678446003,2.8634246312654934,0.5609980237250234,0.5617439563457785,5e-05,0
111,2.0,2.4270725109997917,2.4209433518923245,0.7440788582259533,0.7385132221075205,2.072542905807495,2.146182683797983,2.5609978834788003,2.5608100524315467,2.8166217640334485,2.8846959059055037,0.5609978834788003,0.5608100524315467,5e-05,0
112,2.0,2.428889947779038,2.4201421370873084,0.7419902880986532,0.7379454786960895,2.0856380556143965,2.1613843074211707,2.562299887339274,2.5607322179354153,2.82762834371305,2.89932978611726,0.5622998873392739,0.5607322179354153,5e-05,0
113,2.0,2.419774789436191,2.4213265639085035,0.73687744140625,0.7403427637540377,2.1353629102893903,2.136133129780109,2.5609657857932295,2.560327933384822,2.8722403516956403,2.876475893534147,0.5609657857932295,0.5603279333848219,5e-05,0
114,2.0,2.422535685931935,2.4276852424328146,0.7405367037829231,0.7476854278491094,2.1012594395992803,1.9473822667048528,2.560666332057878,2.559999942779541,2.8417961433822034,2.6950676945539622,0.560666332057878,0.559999942779541,5e-05,0
115,2.0,2.4242086971507355,2.4197600071246805,0.7392121354738871,0.7388147528354938,2.1067281517328,2.0495641506635227,2.561665511598774,2.5603150771214414,2.845940287206687,2.7883789034990167,0.5616655115987741,0.5603150771214414,5e-05,1
116,2.0,2.4264552826974906,2.4279129871955285,0.7413414775156507,0.7432410625311044,2.0810951274984024,2.089240413445693,2.5617045982211244,2.561557311278123,2.8224366050140532,2.8324814759767976,0.5617045982211244,0.5615573112781229,5e-05,0
117,2.0,2.4231377816667745,2.4192466002244215,0.7400792217722126,0.7388630005029532,2.076405609355253,2.1284596828313975,2.5610195141212615,2.5601278635171743,2.816484831127466,2.8673226833343506,0.5610195141212615,0.5601278635171743,5e-05,1
118,2.0,2.424495117337096,2.426583070021409,0.7402122359649808,0.7465832508527316,2.06849158745186,1.9330517512101393,2.5614276259553197,2.559999942779541,2.808703823416841,2.679635002062871,0.5614276259553197,0.559999942779541,5e-05,0
