,NSC,CID,SMILES,MECHANISM,NAME,nci60,nciSclc,lantnci,gdsc1,gdsc2,gdscDec15,ccle,ctrp
16271,717847,403193.0,C1CCN(C1)C2=NC(=NC3=C2N=C(C(=N3)NCC4=CC=CC=C4)Cl)NCCN,Other,"N-[4-Pyrrolizino-6-chloro-7-(benzylamino)pteridine-2-yl]-1,2-ethanediamine",,,,,,,,
16272,717851,403197.0,CC1=C(N=C2C(=N1)C(=NC(=N2)N3CCNCC3)N4CCCC4)NCC5=CC=CC=C5,Other,"7-Pteridinamine, 6-methyl-N-(phenylmethyl)-2-(1-piperazinyl)-4-(1-pyrrolidinyl)-",,,,,,,,
16273,717855,403200.0,C1CCN(C1)C2=NC(=NC3=C2N=C(C(=N3)NCC4=CC=CC=C4)Cl)N5CCN(CC5)CC(=O)N,Other,2-[4-[7-(Benzylamino)-6-chloro-4-pyrrolidin-1-ylpteridin-2-yl]piperazin-1-yl]acetamide,,,,,,,,
16274,717858,135436305.0,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=NOCC(=O)NCC(=O)O,Other,2-[[2-[(E)-[2-(2-hydroxy-1H-indol-3-yl)indol-3-ylidene]amino]oxyacetyl]amino]acetic acid,,,,,,,,
16275,717859,135436306.0,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=NOCCOC5C(C(C(C(O5)CO)O)O)O,Other,"2-[2-[(E)-[2-(2-hydroxy-1H-indol-3-yl)indol-3-ylidene]amino]oxyethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",,,,,,,,
16276,717860,135436307.0,C1C(C(C(C(O1)OCCON=C2C3=CC=CC=C3N=C2C4=C(NC5=CC=CC=C54)O)O)O)O,Other,"2-[2-[(E)-[2-(2-hydroxy-1H-indol-3-yl)indol-3-ylidene]amino]oxyethoxy]oxane-3,4,5-triol",,,,,,,,
16277,717861,5472316.0,C1C(=C(C(=O)C1=O)O)C=CC2=CC=CO2,Other,"3-Hydroxy-4-[(E)-2-(2-furanyl)ethenyl]-3-cyclopentene-1,2-dione",,,,,,,,
16278,717874,54611676.0,COC1=C(C=CC(=C1)C=[N+](C2=CC=CC=C2Cl)[O-])OC(=S)S.[K+],Other,potassium;N-(2-chlorophenyl)-1-(4-dithiocarboxyoxy-3-methoxyphenyl)methanimine oxide,,,,,,,,
16279,717875,54611677.0,COC1=CC=C(C=C1)[N+](=CC2=CC(=C(C=C2)OC(=S)S)OC)[O-].[K+],Other,potassium;1-(4-dithiocarboxyoxy-3-methoxyphenyl)-N-(4-methoxyphenyl)methanimine oxide,,,,,,,,
16280,717878,403219.0,CCC1=NC2=C(C(=C3C(=C2)C=CC=N3)Cl)NC1=O,Other,"5-chloro-2-ethyl-4H-pyrido[3,2-g]quinoxalin-3-one",,,,,,,,
16281,717879,5472323.0,CC12CCC(CC1=CCC3C2CCC4(C3CC(=CC5=CC=NC=C5)C4O)C)O,Other,"(3S,8R,9S,10R,13S,14S,16E,17S)-10,13-dimethyl-16-(pyridin-4-ylmethylidene)-1,2,3,4,7,8,9,11,12,14,15,17-dodecahydrocyclopenta[a]phenanthrene-3,17-diol",,,,,,,,
16282,717887,5472328.0,CCOC(=O)C1=C(SC2=C1CCOC2)NC(=S)NC3=CC=CC=C3,Other,"ethyl 2-(phenylcarbamothioylamino)-5,7-dihydro-4H-thieno[2,3-c]pyran-3-carboxylate",,,,,,,,
16283,717889,5472329.0,CN1C(=O)C2=C(NC1=S)SC3=C2CCSC3,Other,"4-Methyl-5-sulfanylidene-8,11-dithia-4,6-diazatricyclo[7.4.0.02,7]trideca-1(9),2(7)-dien-3-one",,,,,,,,
16284,717894,403235.0,C1CC2=C(C=C(C=C2)[N+](=O)[O-])C3=C(C1)C(C(=C(O3)N)C#N)C4=CC=CC=C4,Other,"4-Amino-14-nitro-6-phenyl-3-oxatricyclo[9.4.0.02,7]pentadeca-1(11),2(7),4,12,14-pentaene-5-carbonitrile",,,,,,,,
16285,717895,403236.0,C1CC2=C(C=C(C=C2)[N+](=O)[O-])C3=C(C1)C(=C(C(=O)N3)C#N)C4=CC=CC=C4,Other,"14-Nitro-4-oxo-6-phenyl-3-azatricyclo[9.4.0.02,7]pentadeca-1(11),2(7),5,12,14-pentaene-5-carbonitrile",,,,,,,,
16286,717896,403237.0,C1CC2=CC=CC=C2C3=C(C1)C(C(=C(O3)N)C#N)C4=CC=C(C=C4)[N+](=O)[O-],Other,"4-Amino-6-(4-nitrophenyl)-3-oxatricyclo[9.4.0.02,7]pentadeca-1(15),2(7),4,11,13-pentaene-5-carbonitrile",,,,,,,,
16287,717897,403238.0,C1CC2=CC=CC=C2C3=C(C1)C(=C(C(=O)N3)C#N)C4=CC=C(C=C4)[N+](=O)[O-],Other,"6-(4-Nitrophenyl)-4-oxo-3-azatricyclo[9.4.0.02,7]pentadeca-1(15),2(7),5,11,13-pentaene-5-carbonitrile",,,,,,,,
16288,717903,403244.0,C1CC2C(N(N=C2C3=C(C1)C=CC(=C3)[N+](=O)[O-])C4=CC=CC=C4)C5=CC=CC=C5Br,Other,"5-(2-Bromophenyl)-13-nitro-4-phenyl-3,4-diazatricyclo[8.4.0.02,6]tetradeca-1(10),2,11,13-tetraene",,,,,,,,
16289,717950,403249.0,C1=CC2=C(C=CN=C2)C(=C1)NC(=O)C3=CC4=C(C=C3Cl)SC5=NC=CN5S4(=O)=O,Other,"N-(5-Isoquinolyl)-7-chloro-1,3a-diaza-4,9-dithia-4H-benzo[f]indene-6-carboxamide 4,4-dioxide",,,,,,,,
16290,717953,403252.0,C1=CC=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)C4=CC5=C(C=C4Cl)SC6=NC=CN6S5(=O)=O,Other,"2-(8-Chloro-5,5-dioxoimidazo[1,2-b][1,4,2]benzodithiazin-7-yl)-3-phenylquinazolin-4-one",,,,,,,,
16291,717954,403253.0,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3N=C(OS2(=O)=O)C4=CC5=C(C=C4Cl)SC6=NC=CN6S5(=O)=O,Other,"2-(8-Chloro-5,5-dioxoimidazo[1,2-b][1,4,2]benzodithiazin-7-yl)-4,4-dioxo-5-phenyl-3,4lambda6,1,5-benzoxathiadiazocin-6-one",,,,,,,,
16292,717956,403255.0,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)NC(=O)C4=CC5=C(C=C4Cl)SC6=NC=CN6S5(=O)=O,Other,"N-(2-Anthryl)-7-chloro-1,3a-diaza-4,9-dithia-4H-benzo[f]indene-6-carboxamide 4,4-dioxide",,,,,,,,
16293,717975,403280.0,CC(C)(C)NC1C2=CN=C(N=C2C3=CC=CC=C3O1)SC,Other,"N-tert-butyl-2-methylsulfanyl-5H-chromeno[4,3-d]pyrimidin-5-amine",,,,,,,,
16294,717979,403284.0,C1CCN(C1)C2C3=CN=C(N=C3C4=CC=CC=C4O2)N5CCOCC5,Other,"2-Morpholino-5-pyrrolizino-5H-[1]benzopyrano[4,3-d]pyrimidine",,,,,,,,
16295,718010,403304.0,CC(C)(C)C1CCC(CC1)(CN(C)C(=O)NC2=CC=C(C=C2)OC)O,Other,1-Methyl-1-[(1-hydroxy-4-tert-butylcyclohexyl)methyl]-3-(4-methoxyphenyl)urea,,,,,,,,
16296,718012,403306.0,C1C(C(C2(C(C(C(O1)O2)O)OCC3=CC=CC=C3)COCC4=CC=CC=C4)OCC5=CC=CC=C5)O,Other,"(1R,4R,5S,6R,7R,8R)-5,7-bis(phenylmethoxy)-6-(phenylmethoxymethyl)-2,9-dioxabicyclo[4.2.1]nonane-4,8-diol",,,,,,,,
16297,718028,5472352.0,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)OC4=CC=CC=C4S3,Other,N-(phenoxathiin-2-ylcarbamothioyl)benzamide,,,,,,,,
16298,718125,403336.0,C1=CC=C(C=C1)NCC2=C(C=CC(=C2)O)O,Other,"2-[(Phenylamino)methyl]benzene-1,4-diol",,,,,,,,
16299,718126,403337.0,COC1=CC(=C(C=C1)OC)C#CC2=CC(=C(C=C2)OC)C(=O)OC,Other,"Methyl 5-[2-(2,5-dimethoxyphenyl)ethynyl]-2-methoxybenzoate",,,,,,,,
16300,718129,403339.0,CCCCCCNC(=O)C1=C(C=CC(=C1)NCC2=C(C=CC(=C2)OC)OC)O,Other,"5-[N-[(2,5-Dimethoxyphenyl)methyl]amino]-N-(hexyl)salicylamide",,,,,,,,
16301,718133,5472356.0,CC(=CC(=O)C)NC(CSSCC(C(=O)OC)NC(=CC(=O)C)C)C(=O)OC,Other,methyl (2R)-3-[[3-methoxy-3-oxo-2-[[(E)-4-oxopent-2-en-2-yl]amino]propyl]disulfanyl]-2-[[(E)-4-oxopent-2-en-2-yl]amino]propanoate,,,,,,,,
16302,718135,6520817.0,COC(=O)C(=NOC)C1=CC=CC=C1COC2=CC=CC(=C2)C(F)(F)F,Other,2-[(Z)-Methoxyimino]-2-[2-[[3-(trifluoromethyl)phenoxy]methyl]phenyl]acetic acid methyl ester,,,,,,,,
16303,718137,403345.0,C1=CC(=C(C=C1Cl)Cl)S(=O)(=O)NC2=NC(=CS2)C3=CC(=C(C(=C3)O)O)O,Other,"2,4-dichloro-N-[4-(3,4,5-trihydroxyphenyl)thiazol-2-yl]benzenesulfonamide",,,,,,,,
16304,718144,403352.0,COC(CN(C=O)C(C1=CC=C(C=C1)Cl)C2=CC3=CC=CC=C3O2)OC,Other,"N-[(S)-1-benzofuran-2-yl-(4-chlorophenyl)methyl]-N-(2,2-dimethoxyethyl)formamide",,,,,,,,
16305,718149,135436312.0,C1=CC=C2C(=C1)OC3=C(S2(=O)=O)C=C(C=C3)C(=NO)C=NO,Other,"(NZ)-N-[(2E)-1-(10,10-dioxophenoxathiin-2-yl)-2-hydroxyiminoethylidene]hydroxylamine",,,,,,,,
16306,718150,403357.0,CC1=CC=C(N1C)C2=CC3=C(C=C2)OC4=CC=CC=C4S3,Other,"1,2-Dimethyl-5-phenoxathiin-2-ylpyrrole",,,,,,,,
16307,718152,135436313.0,C1=CC=C2C(=C1)OC3=C(S2)C=C(C=C3)C(=NO)C=NO,Other,(NZ)-N-[(2E)-2-hydroxyimino-1-phenoxathiin-2-ylethylidene]hydroxylamine,,,,,,,,
16308,718153,135436314.0,COC1=CC(=CC(=C1O)C=NN2C3=CC=CC=C3C4=CC=CC=C42)C=O,Other,3-[(E)-carbazol-9-yliminomethyl]-4-hydroxy-5-methoxybenzaldehyde,,,,,,,,
16309,718154,135436315.0,C1=CC=C2C(=C1)C3=CC=CC=C3N2N=CC4=C(C(=CC(=C4)C=O)O)O,Other,"3-[(E)-carbazol-9-yliminomethyl]-4,5-dihydroxybenzaldehyde",,,,,,,,
16310,718155,9572500.0,C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)NN=CC4=CC=C(C=C4)[N+](=O)[O-],Other,N-[(E)-(4-nitrophenyl)methylideneamino]phenazine-1-carboxamide,,,,,,,,
16311,718156,9572501.0,C1=CC=C(C=C1)C=NNC(=O)C2=CC=CC3=NC4=CC=CC=C4N=C32,Other,"1-Phenazinecarboxylic acid, (phenylmethylene)hydrazide",,,,,,,,
16312,718157,135436316.0,COC1=CC(=CC(=C1O)C=NO)C=NO,Other,4-[(Z)-hydroxyiminomethyl]-2-[(E)-hydroxyiminomethyl]-6-methoxyphenol,,,,,,,,
16313,718159,135436318.0,CON=CC1=CC(=C(C(=C1)O)O)C=NOC,Other,"5-[(Z)-methoxyiminomethyl]-3-[(E)-methoxyiminomethyl]benzene-1,2-diol",,,,,,,,
16314,718160,403367.0,COC1=CC(=CC(=C1O)C=NC2=CC=C(C=C2)Br)C=O,Other,3-[(4-Bromophenyl)iminomethyl]-4-hydroxy-5-methoxybenzaldehyde,,,,,,,,
16315,718161,403368.0,COC1=CC(=CC(=C1O)C=NC2=CC=C(C=C2)S(=O)(=O)N)C=O,Other,4-[(2-Hydroxy-3-methoxy-5-formylbenzylidene)amino]benzenesulfonamide,,,,,,,,
16316,718162,135436319.0,CN(C)N=CC1=CC(=C(C(=C1)OC)O)C=NN(C)C,Other,4-[(Z)-(dimethylhydrazinylidene)methyl]-2-[(E)-(dimethylhydrazinylidene)methyl]-6-methoxyphenol,,,,,,,,
16317,718163,135436320.0,COC1=CC(=CC(=C1O)C=NN=CC2=CC=CC=C2O)C=O,Other,4-hydroxy-3-[(E)-[(E)-(2-hydroxyphenyl)methylidenehydrazinylidene]methyl]-5-methoxybenzaldehyde,,,,,,,,
16318,718165,403372.0,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C(CC(=O)OC)C4CC(N(C4=O)C(=O)OC(C)(C)C)C(=O)OC,Other,"1-O-tert-butyl 2-O-methyl (2S)-4-[3-methoxy-1-[1-(4-methylphenyl)sulfonylindol-3-yl]-3-oxopropyl]-5-oxopyrrolidine-1,2-dicarboxylate",,,,,,,,
16319,718168,403373.0,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)Cl,Other,4-Chloro-N-(5-hydroxycarbamoyl-pentyl)-benzamide,,,,,,,,
16320,718169,3994.0,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,Other,4-(Dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide,,,,,,,,
16321,718170,403374.0,COC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCCC(=O)NO,Other,2-(7-Hydroxycarbamoyl-heptanoylamino)-3-phenyl-propionic acid methyl ester,,,,,,,,
16322,718179,5472376.0,CC12CCC(CC1=CCC3C2CCC4(C3CC(=CC5=CC=C(C=C5)[N+](=O)[O-])C4O)C)N6CCCC6,Other,"(3S,8R,9S,10R,13S,14S,16E,17S)-10,13-dimethyl-16-[(4-nitrophenyl)methylidene]-3-pyrrolidin-1-yl-1,2,3,4,7,8,9,11,12,14,15,17-dodecahydrocyclopenta[a]phenanthren-17-ol",,,,,,,,
16323,718182,9572505.0,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC(=CC5=CC=C(C=C5)[N+](=O)[O-])C4=NO)C)C,Other,"[(3S,8R,9S,10R,13S,14S,16E,17E)-17-hydroxyimino-10,13-dimethyl-16-[(4-nitrophenyl)methylidene]-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",,,,,,,,
16324,718183,9572506.0,CC12CCC(=NO)C=C1CCC3C2CCC4(C3CC(=CC5=CC=C(C=C5)[N+](=O)[O-])C4=NO)C,Other,"(NE)-N-[(3E,8R,9S,10R,13S,14S,16E)-3-hydroxyimino-10,13-dimethyl-16-[(4-nitrophenyl)methylidene]-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthren-17-ylidene]hydroxylamine",,,,,,,,
16325,718185,9572507.0,CC12CCC(CC1=CCC3C2CCC4(C3CC(=CC5=CC=C(C=C5)OC)C4=NO)C)O,Other,"(3S,8R,9S,10R,13S,14S,16E,17E)-17-hydroxyimino-16-[(4-methoxyphenyl)methylidene]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-ol",,,,,,,,
16326,718191,403390.0,C1C(=NC2=CC=C(C=C2)Cl)C(N(C1=O)C3=CC=CC=C3)C4=CC=CC=C4,Other,"4-(4-Chlorophenyl)imino-1,5-diphenylpyrrolidin-2-one",,,,,,,,
16327,718192,5472384.0,C1=CC=C(C=C1)C2C(=O)C(=CC3=C(C=NN3)C4=CC=C(C=C4)Cl)C(=O)N2C5=CC=CC=C5,Other,"(3Z)-3-[[4-(4-chlorophenyl)-1H-pyrazol-5-yl]methylidene]-1,5-diphenylpyrrolidine-2,4-dione",,,,,,,,
16328,718199,403398.0,COC1=C(C2=C(C=CC=N2)C(=C1)C3=CC=CC=C3N)OC,Other,"2-(7,8-Dimethoxyquinolin-5-yl)aniline",,,,,,,,
16329,718212,403411.0,C1=CC=C2C(=C1)C3=C(C(=N2)C(C4=C(N=CC=C4)Cl)O)C(=NC=C3)Cl,Other,"(4-Chlorobenzo[c][2,7]naphthyridin-5-yl)-(2-chloropyridin-3-yl)methanol",,,,,,,,
16330,718231,403430.0,CN1C(=C2C=C3C(=CC2=C1C4=CC=CC=C4)N=C5C=CC=CC5=N3)C6=CC=CC=C6,Other,"2-Methyl-1,3-diphenylpyrrolo[3,4-b]phenazine",,,,,,,,
16331,718236,403435.0,COC1=NC=NC2=C(C(=C(C=C21)Cl)C(C3=CC=CC=C3)O)Cl,Other,"alpha-(4-Methoxy-6,8-dichloroquinazolin-7-yl)benzyl alcohol",,,,,,,,
16332,718303,5472388.0,COC1=CC=C(C=C1)NC(=O)C2=CC(=C(C(=C2)OC)OC)NC(=O)C=CC3=CC=CC=C3,Other,"3,4-dimethoxy-N-(4-methoxyphenyl)-5-[[(E)-3-phenylprop-2-enoyl]amino]benzamide",,,,,,,,
16333,718305,5472390.0,COC1=CC(=CC(=C1OC)NC(=O)C2=CC(=C(C(=C2)OC)OC)NC(=O)C=CC3=CC=CC=C3)C(=O)N,Other,"3-[[3,4-dimethoxy-5-[[(E)-3-phenylprop-2-enoyl]amino]benzoyl]amino]-4,5-dimethoxybenzamide",,,,,,,,
16334,718306,5472391.0,CCCNC(=O)C1=CC(=C(C(=C1)OC)OC)NC(=O)C2=CC(=C(C(=C2)OC)OC)NC(=O)C=CC3=CC=CC=C3,Other,"N-[2,3-dimethoxy-5-(propylcarbamoyl)phenyl]-3,4-dimethoxy-5-[[(E)-3-phenylprop-2-enoyl]amino]benzamide",,,,,,,,
16335,718308,403445.0,C1=CC=C(C=C1)COCC2(C=C(C(C2OCC3=CC=CC=C3)OCC4=CC=CC=C4)CO)OCC5=CC=CC=C5,Other,"[(3S,4S,5R)-3,4,5-tris(phenylmethoxy)-3-(phenylmethoxymethyl)cyclopenten-1-yl]methanol",,,,,,,,
16336,718319,403452.0,C1CN2C(=CSC2=N1)C3=CC4=C(C5=CC=CC=C5C=C4)OC3=O,Other,"3-(5,6-Dihydroimidazo[2,1-b][1,3]thiazol-3-yl)benzo[h]chromen-2-one",,,,,,,,
16337,718323,403456.0,C1=CC=C2C(=C1)C=CC3=C2C=C(C(=O)O3)C4=CN5C=CSC5=N4,Other,"2-(imidazo[2,1-b][1,3]thiazol-6-yl)-3H-benzo[f]chromen-3-one",,,,,,,,
16338,718355,403458.0,CC1=CC(=C(C=C1)NC(=O)C23CC4CC(C2)CC(C4)C3)C(=O)NNC(=O)C5=CC=C(C=C5)Cl,Other,N-[2-[[(4-chlorobenzoyl)amino]carbamoyl]-4-methylphenyl]adamantane-1-carboxamide,,,,,,,,
16339,718358,403461.0,COC1=CC(=CC(=C1OC)OC)C(=O)NNC(=O)C2=C(C=CC(=C2)Br)NC(=O)C3=CC=CS3,Other,"N-[4-bromo-2-[[(3,4,5-trimethoxybenzoyl)amino]carbamoyl]phenyl]thiophene-2-carboxamide",,,,,,,,
16340,718359,5472393.0,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=C(C=C(C=C4)[N+](=O)[O-])C(=O)NN,Other,N-[2-(hydrazinecarbonyl)-4-nitrophenyl]adamantane-1-carboxamide,,,,,,,,
16341,718368,403469.0,CCCCC1CC2=C(C=CC(=C2)OC)C3=[N+](C4=C(N13)C=C(C=C4)OC)C.CCCCC1CC2=C(C=CC(=C2)OC)C3=[N+]1C4=C(N3C)C=C(C=C4)OC.[I-].[I-],Other,"6-Butyl-3,9-dimethoxy-12-methyl-5,6-dihydrobenzimidazolo[2,1-a]isoquinolin-12-ium;6-butyl-3,10-dimethoxy-12-methyl-5,6-dihydrobenzimidazolo[2,1-a]isoquinolin-7-ium;diiodide",,,,,,,,
16342,718370,403475.0,CCCCC1CC2=C(C=CC(=C2)O)C3=[N+](C4=C(N13)C=C(C=C4)O)C.CCCCC1CC2=C(C=CC(=C2)O)C3=[N+]1C4=C(N3C)C=C(C=C4)O.[I-].[I-],Other,"6-Butyl-12-methyl-5,6-dihydrobenzimidazolo[2,1-a]isoquinolin-7-ium-3,10-diol;6-butyl-12-methyl-5,6-dihydrobenzimidazolo[2,1-a]isoquinolin-12-ium-3,9-diol;diiodide",,,,,,,,
16343,718377,385251.0,C1C(CC1(CNC2=C(C(=NC(=N2)N)Cl)N)CO)CCC3=CC=CC=C3.Cl,Other,"Cyclobutanemethanol,5-diamino-4-chloro-6-pyrimidinyl)amino]methyl]-3-(2-phenylethyl)-, dihydrochloride",,,,,,,,
16344,718378,385251.0,C1C(CC1(CNC2=C(C(=NC(=N2)N)Cl)N)CO)CCC3=CC=CC=C3.Cl,Other,"Cyclobutanemethanol,5-diamino-4-chloro-6-pyrimidinyl)amino]methyl]-3-(2-phenylethyl)-, dihydrochloride",,,,,,,,
16345,718379,403478.0,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6=CC=C(C=C6)C7=CC=C(C=C7)C8=CC=C(C=C8)NC9C1COC(=O)C1CC1=C(C2=C(C=C91)OCO2)C1=CC(=C(C(=C1)OC)O)OC,Other,"(5aR,8aS,9S)-9-[4-[4-[4-[[(5S,5aS,8aR)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]phenyl]anilino]-4-(4-hydroxy-3,5-dimethoxyphenyl)-5a,8,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one",,,,,,,,
16346,718380,403479.0,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)NC6=CC7=C(C=C6)C8=C(C7)C=C(C=C8)NC9C1COC(=O)C1CC1=C(C2=C(C=C91)OCO2)C1=CC(=C(C(=C1)OC)O)OC,Other,"(5aR,8aS,9S)-9-[[7-[[(5S,5aS,8aR)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]amino]-9H-fluoren-2-yl]amino]-4-(4-hydroxy-3,5-dimethoxyphenyl)-5a,8,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-6-one",,,,,,,,
16347,718381,5472397.0,C1=CC=C2C(=C1)C(=O)N(C(=S)N2)C3=CC=C(C=C3)N4C(C(C4=O)Cl)C5=CC(=CC=C5)Cl,Other,3-[4-[3-chloro-2-(3-chlorophenyl)-4-oxoazetidin-1-yl]phenyl]-2-sulfanylidene-1H-quinazolin-4-one,,,,,,,,
16348,718383,403482.0,C1=CC(=CC=C1OCC2=NC3=C(C=C(C=C3)S(=O)(=O)O)C(=O)N2C4=C(C=C(C=C4)OC5=CC=C(C=C5)Cl)Cl)OC6=C(C=C(C=C6)Cl)Cl,Other,"3-[2-Chloro-4-(4-chlorophenoxy)phenyl]-2-[[4-(2,4-dichlorophenoxy)phenoxy]methyl]-4-oxoquinazoline-6-sulfonic acid",,,,,,,,
16349,718385,403484.0,C1=CC(=CC(=C1)Br)C2C(C(=O)N2C3=C(C(=CC(=C3Cl)Br)Cl)O)Cl,Other,"1-(3-Bromo-2,5-dichloro-6-hydroxyphenyl)-4-(3-bromophenyl)-3-chloroazetidin-2-one",,,,,,,,
16350,718388,5472400.0,C1=CC(=CC=C1NC(=S)N2C(=NC3=C(C2=O)C=C(C=C3)S(=O)(=O)O)COC4=CC=C(C=C4)OC5=C(C=C(C=C5)Cl)Cl)Cl,Other,"3-[(4-Chlorophenyl)carbamothioyl]-2-[[4-(2,4-dichlorophenoxy)phenoxy]methyl]-4-oxoquinazoline-6-sulfonic acid",,,,,,,,
16351,718504,6520746.0,CCC1=C(C(=O)NC1=CC2=C(C(=C(N2)C(=O)OCC)CCC(=O)OCC)C)C,Other,"2-(3-Ethyl-4-methyl-5-oxo-2,5-dihydro-1H-pyrrole-2-ylidenemethyl)-3-methyl-5-(ethoxycarbonyl)-1H-pyrrole-4-propionic acid ethyl ester",,,,,,,,
16352,718505,403505.0,C1CCC2C(C1)N=C3N2C(C4=C3C5=CC=CC=C5C=C4)(C6=CC=C(C=C6)Cl)O,Other,"(4S,9S)-11-(4-chlorophenyl)-3,10-diazapentacyclo[10.8.0.02,10.04,9.015,20]icosa-1(12),2,13,15,17,19-hexaen-11-ol",,,,,,,,
16353,718507,403507.0,C1CN2C(=N1)C3=C(C2(C4=CC=C(C=C4)Cl)O)C5=C(C=C3)OCO5,Other,"15-(4-Chlorophenyl)-3,5-dioxa-11,14-diazatetracyclo[7.6.0.0^{2,6}.0^{10,14}]pentadeca-1,6,8,10-tetraen-15-ol",,,,,,,,
16354,718509,403509.0,C1CN2C(=N1)C3=C(C2(C4=CC=C(C=C4)Cl)O)C5=CC=CC=C5C6=CC=CC=C63,Other,"20-(4-Chlorophenyl)-16,19-diazapentacyclo[12.6.0.02,7.08,13.015,19]icosa-1(14),2,4,6,8,10,12,15-octaen-20-ol",,,,,,,,
16355,718510,403510.0,C1CN2C(=N1)C3=C(C2(C4=CC5=CC=CC=C5C=C4)O)C6=CC=CC=C6C7=CC=CC=C73,Other,"20-Naphthalen-2-yl-16,19-diazapentacyclo[12.6.0.02,7.08,13.015,19]icosa-1(14),2,4,6,8,10,12,15-octaen-20-ol",,,,,,,,
16356,718512,403512.0,C1CCN(C1)CC2=CC3=C(C=C2)C(N4C3=NCC4)(C5=CC=C(C=C5)Cl)O,Other,"5-(4-Chlorophenyl)-8-(pyrrolidin-1-ylmethyl)-2,3-dihydroimidazo[1,2-b]isoindol-5-ol",,,,,,,,
16357,718518,403517.0,C1CCC2C(C1)NC3(N2C(=O)C4=CC5=CC=CC=C5C=C43)C6=CC=C(C=C6)Cl,Other,"(4S,9S)-2-(4-chlorophenyl)-3,10-diazapentacyclo[10.8.0.02,10.04,9.014,19]icosa-1(20),12,14,16,18-pentaen-11-one",,,,,,,,
16358,718530,403520.0,CCOC(=O)C1=C(N(C2=C1C(=O)C=C(C2=O)C)C)C3=CC=CC=C3,Other,"1,6-Dimethyl-2-phenyl-4,7-dioxo-4,7-dihydro-1H-indole-3-carboxylic acid ethyl ester",,,,,,,,
16359,718532,6331752.0,[B].C1CN1CCO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,Other,CID 6331752,,,,,,,,
16360,718544,46854647.0,COC(=O)C1=CC2=C(O1)C3=NC=CC4=C3C(=NC5=CC=CC=C45)C2=O,Other,"9H-Furo[2,3-b]pyrido[4,3,2-mn]acridine-11-carboxylic acid, 9-oxo-, methyl ester",,,,,,,,
16361,718545,403529.0,C1=CC=C(C(=C1)C#CC(=O)C2=CC(=CC=C2)C(F)(F)F)N,Other,beta-(2-Aminophenyl)-3'-(trifluoromethyl)propiolophenone,,,,,,,,
16362,718548,403532.0,CC1=C(CSC2(C1)C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)C,Other,"3,4-Dimethyl-8,10-di-tert-butyl-1-thiaspiro[5.5]undeca-3,7,10-trien-9-one",,,,,,,,
16363,718553,403537.0,COC1=C(C=C(C=C1)C=O)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Other,Nonafluoro-1-butanesulfonic acid 2-methoxy-5-formylphenyl ester,,,,,,,,
16364,718555,403539.0,CCCCCCN1C(=O)CC(=O)N(S1(=O)=O)CCCCCC,Other,"2,3,5,6-Tetrahydro-3,5-dioxo-2,6-dihexyl-4H-1,2,6-thiadiazine 1,1-dioxide",,,,,,,,
