,NSC,CID,SMILES,MECHANISM,NAME,nci60,nciSclc,lantnci,gdsc1,gdsc2,gdscDec15,ccle,ctrp
0,1,11122.0,CC1=CC(=O)C=CC1=O,Other,p-Toluquinone,,,,,,,,
1,17,219123.0,CCCCCCCCCCCCCCCC1=C(C=CC(=C1)O)N,Other,4-Amino-3-pentadecylphenol,,,,,,,,
2,89,92844.0,CN(C)CCC(=O)C1=CC=CC=C1.Cl,Other,3-(Dimethylamino)propiophenone hydrochloride,,,,,,,,
3,185,6197.0,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,Other,Cycloheximide,185|758187,,,,,,,
4,295,4775.0,C1=CC=C(C=C1)CCCC(=O)O,Other,4-Phenylbutyric acid,,,,,,,,
5,353,24180741.0,CCN(CC)CCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,Other,"Chloro-9-[[3-(diethylamino)propyl]amino]-2-methoxyacridine, dihydrate",,,,,,,,
6,384,54599265.0,CCCCCN(CCCCC)CCCNC1=C2CCCCC2=NC3=C1C=C(C=C3)Cl.OP(=O)(O)O,Other,"7-Chloro-9-[[3-(dipentylamino)propyl]amino]-1,3,4-tetrahydroacridine, phosphate (3:2)",,,,,,,,
7,596,219376.0,CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br)[N+](=O)[O-],Other,"2-Bromo-4-methyl-1,3,5-trinitrobenzene",,,,,,,,
8,629,11254.0,C1C(O1)C2CO2,Other,"2,2'-Bioxirane",,,,,,,,
9,721,690109.0,C1=CC=C2C(=C1)C(=C(N2)O)N=NC(=S)N,Other,"Hydrazinecarbothioamide, 2-(1,2-dihydro-2-oxo-3H-indol-3-ylidene)-",,,,,,,,
10,739,2154.0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Other,4-Aminopteroylglutamic acid,757427|739,,,,,,,
11,740,126941.0,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,DNA,Methotrexate,740|757113,740,740,Methotrexate,Methotrexate,Methotrexate,,methotrexate
12,740,126941.0,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,DNA,methotrexate,740|757113,740,740,Methotrexate,Methotrexate,Methotrexate,,methotrexate
13,742,6331826.0,C(C(C(=O)O)N)OC(=O)C=[N+]=N,Other,Diazoacetate(ester) L-serine,,,,,,,,
14,749,135403646.0,C12=NNN=C1N=C(NC2=O)N,Other,8-Azaguanine,,,,,,,,
15,750,2478.0,,,,,750,,,,,,
16,752,2723601.0,C1=NC2=C(N1)C(=S)N=C(N2)N,DNA,Thioguanine,752|757348,752,752|757348,,,,,
17,755,667490.0,C1=NC2=C(N1)C(=S)N=CN2,DNA,Mercaptopurine,755|759614,755,755|759614,,,,,
18,757,6167.0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,Colchicine,757|756702,,,,,,,
19,762,5935.0,CN(CCCl)CCCl.Cl,DNA,Mechlorethamine hydrochloride,762|757087,762,762|757087,,,,,
20,798,5354119.0,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=N2,Other,(E)-3-Phenyl-1-(pyridin-2-yl)prop-2-en-1-one,,,,,,,,
21,830,736782.0,C1=CN=CC=C1C=CC(=O)O,Other,3-(4-Pyridyl)acrylic acid,,,,,,,,
22,885,219490.0,CN(C)C1=C(C=C(C=C1)C(=O)C2=CC(=C(C=C2)N(C)C)N)N,Other,Bis[3-amino-4-(dimethylamino)phenyl]methanone,,,,,,,,
23,1010,219563.0,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=C(C=C4)[N+](=O)[O-],Other,8-Hydroxy-7-[a-(4-nitroanilino)benzyl]quinoline,,,,,,,,
24,1011,219564.0,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=C(C=C4)C(=O)O,Other,4-[[(8-Hydroxyquinolin-7-yl)-phenylmethyl]amino]benzoic acid,,,,,,,,
25,1012,95307.0,C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CC=CC=C4C(=O)O,Other,"Anthranilic acid, N-(alpha-(8-hydroxy-7-quinolyl)benzyl)-",,,,,,,,
26,1013,219565.0,C1=CC=C(C=C1)NC(C2=CC=C(C=C2)[N+](=O)[O-])C3=C(C4=C(C=CC=N4)C=C3)O,Other,7-(alpha-Anilino-P-nitrobenzyl)-8-quinolinol,,,,,,,,
27,1014,219566.0,CC1=CC(=NC=C1)NC(C2=CC=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Other,7-[alpha-[(4-Methyl-2-pyridyl)amino]benzyl]-8-quinolinol,,,,,,,,
28,1026,2901.0,C1CCC(C1)(C(=O)O)N,Other,Cycloleucine,,,,,,,,
29,1027,219573.0,CC(C)(C(=O)C(Br)Br)Br,Other,"1,1,3-Tribromo-3-methyl-2-butanone",,,,,,,,
30,1063,219600.0,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCCCN4CCCCC4,Other,6-Chloro-2-methoxy-9-[(5-piperidinopentyl)amino]acridine,,,,,,,,
31,1199,219648.0,CC1(C2CCC1(C(C2)OCC(C)(C)N)C)C,Other,"2-(Isobornyloxy)-1,1-dimethylethylamine",,,,,,,,
32,1338,219690.0,CCCCCCCCCCNC(=O)CI,Other,N-Decyl-2-iodoacetamide,,,,,,,,
33,1390,135401907.0,C1=NNC2=C1C(=O)NC=N2,DNA,Allopurinol,1390,1390,1390,,,,,
34,1393,75420.0,C1=NNC2=NC=NC(=C21)N,Other,"1H-Pyrazolo[3,4-d]pyrimidin-4-amine",,,,,,,,
35,1433,219760.0,CCCCNC1=C2C=NN(C2=NC=N1)C3=CC=CC=C3,Other,"N-butyl-1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,,,,,,,
36,1460,95318.0,C1=CC2=C(NN=C2C=C1)CC(C(=O)O)N,Other,Tryptazan,,,,,,,,
37,1482,219796.0,CC1(C2CCC1(C(C2)OCC(C)(C)[N+](=O)[O-])C)C,Other,2-(2-Methyl-2-nitropropoxy)bornane,,,,,,,,
38,1507,219799.0,C1=CC=C(C=C1)OC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Other,"2-Chloro-3-phenoxy-1,4-naphthoquinone",,,,,,,,
39,1760,219939.0,C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)CCC(=O)NN,Other,"3-Phenanthrenepropionic acid, hydrazide",,,,,,,,
40,1771,5455.0,CN(C)C(=S)SSC(=S)N(C)C,Other,Thiram,,,,,,,,
41,1797,7340.0,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Other,o-Aminoazotoluene,,,,,,,,
42,1895,15078.0,C1(=NC(=NN1)N)N,DNA,Guanazole,,,,,,,,
43,1906,72508.0,C1CCNCC1.C1CCN(CC1)C(=S)S,Other,Piperidinium pentamethylenedithiocarbamate,,,,,,,,
44,1910,23615615.0,C[As](=O)(C)O.[Na+],Other,"Cacodylic acid, sodium salt",,,,,,,,
45,1945,5351603.0,C(C(C(C(C(C(=O)O)O)O)O)O)O.[Ba+2],Other,"Gluconic acid, barium salt",,,,,,,,
46,2012,24180869.0,CCCCCCCCCCCC[N+]1=CC=C(C=C1)CCCCCCCCC.[Cl-],Other,1-Dodecyl-4-nonylpyridinium chloride,,,,,,,,
47,2013,5634.0,C=CCCCCCCCCC(=O)O,Other,Undecylenic acid,,,,,,,,
48,2039,1923.0,C1=CC2=C(C(=C1)O)N=CC=C2,Other,8-Hydroxyquinoline,,,,,,,,
49,2053,219999.0,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=CC=C4)(C5=CC=C(C=C5)C6=CC=CC=C6)O,Other,Tribiphenyl-4-ylmethanol,,,,,,,,
50,2061,1549521.0,C1=COC(=C1)C=CC=O,Other,3-(2-Furyl)acrolein,,,,,,,,
51,2186,31316.0,CC1=CC(=C(C=C1C2(C3=CC=CC=C3C(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O,Other,Thymolphthalein,,,,,,,,
52,2384,1550330.0,C1CC(=CC2=CC=CC=C2)C(=O)C(=CC3=CC=CC=C3)C1,Other,"2,6-Dibenzylidenecyclohexanone",,,,,,,,
53,2604,12688.0,CCCC[Sn](CCCC)(Cl)Cl,Other,Dibutyltin dichloride,,,,,,,,
54,2626,4947.0,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Other,Propyl gallate,,,,,,,,
55,2724,69497.0,CC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,Other,Phenyl p-tolyl sulfone,,,,,,,,
56,2755,6842.0,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Other,"3,6-Diamino-10-methylacridinium chloride",,,,,,,,
57,2785,135399288.0,COC1=C(C2=C(C(=C1)[N+](=O)[O-])N=CC=C2)O,Other,5-Hydroxy-6-methoxy-8-nitroquinoline,,,,,,,,
58,2805,220284.0,CC1=CC(=C(C=C1O)C2=C(C=C(C(=C2)O)C)O)O,Other,"4,4'-Dimethyl[1,1'-biphenyl]-2,2',5,5'-tetrol",,,,,,,,
59,2829,8369.0,CC1=C(C(=O)C=CO1)O,Other,Maltol,,,,,,,,
60,3039,24180949.0,C1=CC=C(C=C1)CC(=O)O.[Na+],Other,"Phenylacetic acid, sodium salt",,,,,,,,
61,3053,457193.0,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DNA,Actinomycin D,3053|755841,3053,3053|755841,,Dactinomycin_1811|Dactinomycin_1911,Actinomycin D,,
62,3053,44415057.0,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DNA,Dactinomycin D,3053|755841,3053,3053|755841,,Dactinomycin_1811|Dactinomycin_1911,Actinomycin D,,
63,3053,44415057.0,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DNA,Dactinomycin_1811,3053|755841,3053,3053|755841,,Dactinomycin_1811|Dactinomycin_1911,Actinomycin D,,
64,3053,44415057.0,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,DNA,Dactinomycin_1911,3053|755841,3053,3053|755841,,Dactinomycin_1811|Dactinomycin_1911,Actinomycin D,,
65,3055,5351454.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl,Other,"3'-(L-alpha-Amino-p-methoxyhydrocinnamamido)-3'-deoxy-N,N-dimethyladenosine dihydrochloride",,,,,,,,
66,3060,54611691.0,O[As]=O.[K+],Other,Potassium;arsenous acid,,,,,,,,
67,3061,4993.0,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Other,Pyrimethamine,757306|3061,,,Pyrimethamine,,Pyrimethamine,,
68,3062,29142.0,CCC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl,Other,Etoprine,,,,,,,,
69,3073,135444779.0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Other,"2-[(4-{[(2-Amino-4-oxo-3,4-dihydropteridin-6-YL)methyl]amino}phenyl)formamido]pentanedioic acid",,,,,,,,
70,3074,9048.0,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.Cl,Other,Cycloguanil hydrochloride,,,,,,,,
71,3077,16207143.0,CC1(N=C(N=C(N1C2=CC(=C(C=C2)Cl)Cl)N)N)C.Cl,Other,"1-(3,4-Dichlorophenyl)-6,6-dimethyl-1,3,5-triazine-2,4-diamine;hydrochloride",,,,,,,,
72,3080,16236702.0,CC1(N=C(N=C(N1C2=CC(=CC=C2)Cl)N)N)C.Cl,Other,"1-(3-Chlorophenyl)-6,6-dimethyl-1,3,5-triazine-2,4-diamine;hydrochloride",,,,,,,,
73,3081,24180954.0,CCCCCCC1N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N.Cl,Other,"1-(4-Chlorophenyl)-6-hexyl-1,6-dihydro-1,3,5-triazine-2,4-diamine hydrochloride",,,,,,,,
74,3082,24180955.0,CC1(N=C(N=C(N1C2=CC(=CC=C2)Br)N)N)C.Cl,Other,"s-Triazine,6-diamino-1-(m-bromophenyl)-1,2-dihydro-2,2-dimethyl-, hydrochloride",,,,,,,,
75,3083,24180956.0,CCCCCCC1N=C(N=C(N1C2=CC(=CC=C2)Cl)N)N.Cl,Other,"1-(3-chlorophenyl)-2-hexyl-2H-1,3,5-triazine-4,6-diamine;hydrochloride",,,,,,,,
76,3088,2708.0,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,DNA,Chlorambucil,3088,3088,3088,,,,,chlorambucil
77,3088,2708.0,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,DNA,chlorambucil,3088,3088,3088,,,,,chlorambucil
78,3090,11057.0,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Other,Gentian Violet,757050|3090,,,,,,,
79,3091,84671.0,CC[N+](C)(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-].[Br-],Other,"Benzenaminium, 4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)-2,5-cyclohexadien-1-ylidene]methyl]-N-ethyl-N,N-dimethyl-, bromide chloride (1:1:1)",,,,,,,,
80,3094,23654.0,CN(C)N=NC1=CC=CC=C1,Other,"1-Phenyl-3,3-dimethyltriazene",,,,,,,,
81,3262,94797.0,C1CN1C2=CC(=C(C=C2O)N3CC3)O,Other,"2,5-Bis(1-aziridinyl)hydroquinone",,,,,,,,
82,3265,5377682.0,C1=CC=C2C(=C1)C=CC(=N2)C=CC3=CC=C(C=C3)Cl,Other,2-[2-(4-Chlorophenyl)ethenyl]quinoline,,,,,,,,
83,3284,110653.0,C[N+]1(CCCC1C2=CN=CC=C2)CC[N+]3(CCCC3C4=CN=CC=C4)C,Other,"Pyrrolidinium,1'-ethylenebis[1-methyl-2-(3-pyridyl)-, bromide",,,,,,,,
84,3298,5354204.0,CC(=CC1=CC(=C(C=C1)O)OC)[N+](=O)[O-],Other,2-methoxy-4-[(1Z)-2-nitroprop-1-en-1-yl]phenol,,,,,,,,
85,3424,24180972.0,CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,Other,Mepacrine mustard dihydrochloride,,,,,,,,
86,3531,2788.0,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Other,Clioquinol,,,,,,,,
87,3618,220625.0,C1CCC(CC1)NC2CCC(CC2)NC3=C4C=CC(=CC4=NC=C3)Cl,Other,"4-N-(7-chloroquinolin-4-yl)-1-N-cyclohexylcyclohexane-1,4-diamine",,,,,,,,
88,3628,24185366.0,CCN(CC)C1=CC=C(C=C1)NC(C2=CC=CC=C2)C(=O)C3=CC=CC=C3.Cl,Other,"2-[4-(Diethylamino)anilino]-1,2-diphenylethanone;hydrochloride",,,,,,,,
89,3799,6436750.0,C1=CC(=CC(=C1)[N+](=O)[O-])C=CC(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-],Other,"1,5-Bis(3-nitrophenyl)penta-1,4-dien-3-one",,,,,,,,
90,3808,11441.0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br,Other,"1-Bromo-2,4-dinitrobenzene",,,,,,,,
91,3840,407288.0,C1=C(SC(=C1)[Hg]Cl)Cl,Other,Chloro-(5-chlorothiophen-2-yl)mercury,,,,,,,,
92,3847,220712.0,CCC(=O)C1=CC(=C(S1)Br)[N+](=O)[O-],Other,1-(5-Bromo-4-nitrothiophen-2-yl)propan-1-one,,,,,,,,
93,3852,19103.0,C1=CC2=C(C=CC(=C2N=C1)O)N=O,Other,5-Nitroso-8-hydroxyquinoline,,,,,,,,
94,3877,24181001.0,C1=CC=[N+](C=C1)C2C3=CC=CC=C3C(C4=CC=CC=C24)[N+]5=CC=CC=C5.[Br-],Other,"1-(10-Pyridin-1-ium-1-yl-9,10-dihydroanthracen-9-yl)pyridin-1-ium;bromide",,,,,,,,
95,3905,70848.0,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,Other,"2,2':6',2''-Terpyridine",,,,,,,,
96,3907,142766.0,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,Other,8-Hydroxyquinoline salicylate,,,,,,,,
97,3927,6870.0,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,Other,Thiolutin,,,,,,,,
98,3941,5354235.0,CC(=CC1=CC(=C(C=C1)Cl)Cl)[N+](=O)[O-],Other,"Benzene, 1,2-dichloro-4-(2-nitro-1-propenyl)-, (E)-",,,,,,,,
99,3970,1174.0,C1=CNC(=O)NC1=O,Other,Uracil,3970,,,,,,,
100,4045,17170.0,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,Auramine O,,,,,,,,
101,4060,220774.0,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Other,"Urs-12-en-28-oic acid, 3-hydroxy-, (3beta)-",167406|4060,,,,,,,
102,4112,7329.0,C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,Other,Fenticlor,,,,,,,,
103,4114,72675.0,C1COCCN1.C1COCCN1C(=S)S,Other,Morpholine-N-dithiocarbamate,,,,,,,,
104,4170,4055.0,CC1=CC(=O)C2=CC=CC=C2C1=O,Other,Menadione,4170,,,,,,,
105,4184,5282363.0,C1=CC(=CC=C1C=CC2=CC=C(C=C2)O)O,Other,"4,4'-Dihydroxystilbene",,,,,,,,
106,4232,220828.0,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)NC3=CC=CC(=C3)C(=O)O,Other,"3-[(2-Oxo-1,2-diphenylethyl)amino]benzoic acid",,,,,,,,
107,4236,668053.0,CN(C)C1=CC=C(C=C1)C=CC2=CC=NC3=CC=CC=C23,Other,4-(4-Dimethylaminostyryl)quinoline,,,,,,,,
108,4238,5713121.0,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-],Other,2-[4-(Dimethylamino)styryl]-1-methylquinolinium iodide,,,,,,,,
109,4239,12605846.0,C[N+]1=CC=C(C2=CC=CC=C21)C=CC3=CC=C(C=C3)N(C)C.[I-],Other,1-Methyl-4-P-dimethylamino-styryl-quinolinium-iodide,,,,,,,,
110,4265,73350.0,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.Cl,Other,"1,10-Phenanthroline hydrochloride",,,,,,,,
111,4272,72791.0,CC1=CC2=C(C3=C1C=CC=N3)N=CC=C2,Other,"5-Methyl-1,10-phenanthroline",,,,,,,,
112,4280,65237.0,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C,Other,Neocuproine,,,,,,,,
113,4281,72792.0,CC1=C2C=CC3=C(C=CN=C3C2=NC=C1)C,Other,"4,7-Dimethyl-1,10-phenanthroline",,,,,,,,
114,4285,14161.0,C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Other,"2-Anilino-3-chloro-1,4-naphthoquinone",,,,,,,,
115,4290,24181037.0,CCCCCC1=CC=[N+](C=C1)CC(=O)C2=CC=C(C=C2)[N+](=O)[O-].[Br-],Other,1-[2-(4-Nitrophenyl)-2-oxoethyl]-4-pentylpyridin-1-ium bromide,,,,,,,,
116,4291,4534.0,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Other,Nordihydroguaiaretic acid,4291,,,,,,,
117,4375,12947.0,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,Other,Hydroxychloroquine sulfate,4375,,,,,,,
118,4378,24181064.0,CCN(CC)CC(C1=CC(=NC2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl)O.Cl,Other,1-[7-Chloro-2-(4-chlorophenyl)quinolin-4-yl]-2-(diethylamino)ethanol;hydrochloride,,,,,,,,
119,4432,6433371.0,CC1(C2=CC=CC=C2[N+](=C1C=CC3=CC=C(C=C3)N(C)CCCl)C)C.[Cl-],Other,Astrazon Pink FG,,,,,,,,
120,4434,135436499.0,CC1(C2=CC=CC=C2[N+](=C1C=CC3=C(N(C4=CC=CC=C43)C)C5=CC=CC=C5)C)C,Other,Orange Astrazon R,,,,,,,,
121,4483,23673459.0,C1=CC=[N+](C(=C1)S)[O-].[Na+],Other,"2-Pyridinethiol, sodium salt",,,,,,,,
122,4512,220946.0,C1=CC=C(C=C1)S(=O)(=O)CC(C#N)I,Other,3-(Benzenesulfonyl)-2-iodopropanenitrile,,,,,,,,
123,4518,220951.0,C1=CC(=C(C=C1C(=O)C2=CC(=C(C=C2)N)Br)Br)N,Other,Bis(4-amino-3-bromophenyl)methanone,,,,,,,,
124,4582,54603154.0,C1=CC(=C(C=C1Br)C=CC(=O)C=CC2=C(C=CC(=C2)Br)O)O,Other,"(1Z,4E)-1,5-bis(5-bromo-2-hydroxyphenyl)penta-1,4-dien-3-one",,,,,,,,
125,4623,221007.0,C1=CC=C(C=C1)C2=NC(=C(N2)C(=O)O)C(=O)O,Other,"2-phenyl-1H-imidazole-4,5-dicarboxylic acid",,,,,,,,
126,4644,221023.0,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,Other,"Lup-20(29)-ene-3beta,28-diol",,,,,,,,
127,4681,24181093.0,C1=CC(=CC=C1OCC(=O)O)OCC(=O)O.[Na+],Other,Sodium;2-[4-(carboxymethoxy)phenoxy]acetic acid,,,,,,,,
128,4698,94837.0,CC1=CC(=C(C=C1SC#N)C(C)C)O,Other,"Thiocyanic acid, 5-hydroxycarvacryl ester",,,,,,,,
129,4722,221037.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC(=C3)CO)OCC(C(C(C=O)O)O)O,Other,"2,3,4-Trihydroxy-5-[3-(hydroxymethyl)-9,10-dioxoanthracen-1-yl]oxypentanal",4722,,,,,,,
130,4728,19909.0,C1=NN=C(S1)N,Other,"2-Amino-1,3,4-thiadiazole",,,,,,,,
131,4810,3802861.0,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Other,"3-[(2,4-dinitrophenyl)hydrazono]-1,3-dihydro-2H-indol-2-one",,,,,,,,
132,4844,24181101.0,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Other,"N-Benzyl-N,N-dimethylhexadecan-1-aminium hexafluorophosphate",,,,,,,,
133,4857,21192315.0,CCN(CC)C(=S)S.[Na+],Other,"Diethylcarbamodithioic acid, sodium salt",,,,,,,,
134,4896,5004.0,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,Other,Quinalizarin,,,,,,,,
135,4911,2861016.0,C1=NC(=S)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,Other,6-Thioinosine,,,,,,,,
136,4962,7253.0,CC1=C(C=CC(=C1)O)O,Other,Methylhydroquinone,,,,,,,,
137,4972,16043.0,CC(C)(C)C1=C(C=CC(=C1)O)O,Other,Tert-Butylhydroquinone,,,,,,,,
138,5006,221117.0,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.CC(=O)O,Other,"4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine acetate",,,,,,,,
139,5011,12449.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],Other,Brilliant green,,,,,,,,
140,5019,92206.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC3=CC(=CC=C3)S(=O)(=O)O)C=C2)C4=CC=C(C=C4)N(CC)CC5=CC(=CC=C5)S(=O)(=O)O,Other,Formyl Violet,,,,,,,,
141,5031,16129878.0,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,Other,Tannic acid (TN),,,,,,,,
142,5048,79174.0,C1=CC=C2C(=C1)C(=CC=C2O)N=NC3=CC=C(C=C3)[N+](=O)[O-],Other,4-(4-Nitrophenylazo)-1-naphthol,,,,,,,,
143,5053,9283.0,C1=CC=C(C=C1)C2=NN([N+](=N2)C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],Other,"2,3,5-Triphenyltetrazolium chloride",,,,,,,,
144,5062,2827274.0,C=CC[N+]12CN3CN(C1)CN(C3)C2.[I-],Other,Methenamine allyl iodide,,,,,,,,
145,5066,69095.0,CC1=CC(=CC(=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])O)O,Other,"1,3-Benzenediol, 5-methyl-4-[(4-nitrophenyl)azo]-",,,,,,,,
146,5113,4871.0,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C,Other,Pomiferin,,,,,,,,
147,5159,5351130.0,CC1C(C(C(C(O1)OC2=CC=CC3=C2C4=C5C6=C(C=CC(=C6C(=O)O4)C)OC(=O)C5=C3O)OC7C(C(C(C(O7)C)O)OC)O)O)O,Other,"Benzo(h)(1)benzopyrano(5,4,3-cde)(1)benzopyran-5,12-dione, 10-((6-deoxy-2-O-(6-deoxy-3-O-methyl-alpha-D-galactopyranosyl)-beta-D-galactopyranosyl)oxy)-6-hydroxy-1-methyl-",,,,,,,,
